MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2021 The MathWorks, Inc.
                  R2021b (9.11.0.1769968) 64-bit (glnxa64)
                             September 17, 2021

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
[Warning: A task was unexpectedly found in state: Unavailable.] 
[> In parallel.cluster.Local/deriveJobStateFromTasks (line 29)
In parallel.cluster/Local/getJobState (line 174)
In parallel.cluster/CJSCluster/hGetJobState (line 375)
In parallel.internal.cluster/CJSJobMixin/hGetStateEnum (line 175)
In parallel/Job/get.StateEnum (line 247)
In parallel/Job/get.State (line 239)
In parallel.internal.customattr.CustomGetSet>iVectorisedGetHelper (line 128)
In parallel.internal.customattr.CustomGetSet>@(a,b,c)iVectorisedGetHelper(obj,a,b,c) (line 102)
In parallel.internal.customattr/CustomGetSet/doVectorisedGet (line 103)
In parallel.internal.customattr/CustomGetSet/hVectorisedGet (line 76)
In parallel.internal.customattr.GetSetImpl>iAccessProperties (line 322)
In parallel.internal.customattr.GetSetImpl>iGetAllPropertiesVec (line 264)
In parallel.internal.customattr/GetSetImpl/getImpl (line 133)
In parallel.internal.customattr.CustomGetSet>iHetFunGetFunction (line 154)
In parallel.internal.customattr.CustomGetSet>@(o)iHetFunGetFunction(o,props) (line 139)
In parallel.internal.cluster.hetfun (line 46)
In parallel.internal.customattr.CustomGetSet>iHetFunGetProperty (line 139)
In parallel.internal.customattr/CustomGetSet/get (line 38)
In parallel.internal.pool/AbstractInteractiveClient/pRemoveOldJobs (line 211)
In parallel.internal.pool/AbstractInteractiveClient/start (line 103)
In parallel.internal.pool.AbstractClusterPool>iStartClient (line 831)
In parallel.internal.pool/AbstractClusterPool/hBuildPool (line 585)
In parallel.internal.pool.doParpool (line 22)
In parpool (line 123)
In parallel.internal.parpool.getOrCreateCurrentPool (line 17)
In parallel.internal.pool/PoolArrayManager/getOrAutoCreateWithCleanup (line 44)
In pctTryCreatePoolIfNecessary (line 28)
In parallel_function (line 423)] 
Connected to the parallel pool (number of workers: 12).
jj1 = 60, max_th = 1.013413e+00, time=2025-04-07 16:27:41 
jj1 = 369, max_th = 2.433929e+00, time=2025-04-07 18:41:41 
jj1 = 331, max_th = 2.214595e+00, time=2025-04-07 18:41:58 
jj1 = 448, max_th = 2.864485e+00, time=2025-04-07 18:45:04 
jj1 = 175, max_th = 2.271688e+00, time=2025-04-07 18:47:17 
jj1 = 214, max_th = 1.772380e+00, time=2025-04-07 18:47:24 
jj1 = 408, max_th = 2.134485e+00, time=2025-04-07 18:47:51 
jj1 = 213, max_th = 3.223015e+00, time=2025-04-07 18:48:35 
jj1 = 522, max_th = 1.392773e+00, time=2025-04-07 18:50:08 
jj1 = 447, max_th = 1.243057e+00, time=2025-04-07 18:54:56 
jj1 = 95, max_th = 1.898299e+00, time=2025-04-07 18:55:04 
jj1 = 290, max_th = 2.058464e+00, time=2025-04-07 18:57:33 
jj1 = 253, max_th = 2.031713e+00, time=2025-04-07 18:58:02 
jj1 = 368, max_th = 2.387327e+00, time=2025-04-07 18:59:15 
jj1 = 94, max_th = 2.981631e+00, time=2025-04-07 18:59:35 
jj1 = 134, max_th = 1.998740e+00, time=2025-04-07 19:00:20 
jj1 = 446, max_th = 1.211876e+00, time=2025-04-07 19:01:29 
jj1 = 486, max_th = 1.881555e+00, time=2025-04-07 19:02:59 
jj1 = 407, max_th = 1.619861e+00, time=2025-04-07 19:04:21 
jj1 = 406, max_th = 3.265062e+00, time=2025-04-07 19:05:13 
jj1 = 93, max_th = 8.620146e-01, time=2025-04-07 19:05:24 
jj1 = 174, max_th = 2.266268e+00, time=2025-04-07 19:06:21 
jj1 = 289, max_th = 2.721902e+00, time=2025-04-07 19:07:25 
jj1 = 212, max_th = 1.746459e+00, time=2025-04-07 19:08:00 
jj1 = 405, max_th = 7.935217e-01, time=2025-04-07 19:08:24 
jj1 = 521, max_th = 1.896293e+00, time=2025-04-07 19:13:45 
jj1 = 252, max_th = -2.803432e-02, time=2025-04-07 19:14:12 
jj1 = 445, max_th = 2.353349e+00, time=2025-04-07 19:17:49 
jj1 = 173, max_th = 1.330531e+00, time=2025-04-07 19:18:45 
jj1 = 485, max_th = 1.605986e+00, time=2025-04-07 19:18:48 
jj1 = 444, max_th = -1.421752e+00, time=2025-04-07 19:19:04 
jj1 = 367, max_th = 2.185230e+00, time=2025-04-07 19:20:30 
jj1 = 288, max_th = 2.409826e+00, time=2025-04-07 19:23:41 
jj1 = 133, max_th = 1.926795e+00, time=2025-04-07 19:24:07 
jj1 = 92, max_th = 2.258404e+00, time=2025-04-07 19:24:31 
jj1 = 211, max_th = 1.385622e+00, time=2025-04-07 19:27:22 
jj1 = 404, max_th = 1.584401e+00, time=2025-04-07 19:28:05 
jj1 = 330, max_th = 1.733752e+00, time=2025-04-07 19:30:39 
jj1 = 91, max_th = 2.625954e+00, time=2025-04-07 19:33:18 
jj1 = 251, max_th = 2.424588e+00, time=2025-04-07 19:33:49 
jj1 = 520, max_th = 1.432748e+00, time=2025-04-07 19:34:24 
jj1 = 329, max_th = 9.021721e-01, time=2025-04-07 19:35:10 
jj1 = 443, max_th = 1.538100e+00, time=2025-04-07 19:36:08 
jj1 = 250, max_th = 2.887378e+00, time=2025-04-07 19:38:09 
jj1 = 366, max_th = 1.996058e+00, time=2025-04-07 19:39:07 
jj1 = 328, max_th = 9.397187e-01, time=2025-04-07 19:39:46 
jj1 = 172, max_th = 2.238374e+00, time=2025-04-07 19:39:47 
jj1 = 249, max_th = 3.045650e+00, time=2025-04-07 19:40:34 
jj1 = 210, max_th = 2.518255e+00, time=2025-04-07 19:41:37 
jj1 = 209, max_th = 8.646150e-01, time=2025-04-07 19:45:02 
jj1 = 287, max_th = 2.305064e+00, time=2025-04-07 19:45:12 
jj1 = 519, max_th = 1.311184e+00, time=2025-04-07 19:45:26 
jj1 = 132, max_th = 2.362338e+00, time=2025-04-07 19:45:34 
jj1 = 484, max_th = 2.060466e+00, time=2025-04-07 19:46:29 
jj1 = 403, max_th = 1.988604e+00, time=2025-04-07 19:47:42 
jj1 = 171, max_th = 1.086194e+00, time=2025-04-07 19:48:07 
jj1 = 442, max_th = 1.455825e+00, time=2025-04-07 19:50:01 
jj1 = 90, max_th = 1.807985e+00, time=2025-04-07 19:51:08 
jj1 = 518, max_th = 1.002850e+00, time=2025-04-07 19:52:05 
jj1 = 248, max_th = 2.122416e+00, time=2025-04-07 19:56:31 
jj1 = 89, max_th = 1.034348e+00, time=2025-04-07 19:56:54 
jj1 = 365, max_th = 2.217290e+00, time=2025-04-07 20:01:43 
jj1 = 170, max_th = 2.151595e+00, time=2025-04-07 20:04:48 
jj1 = 286, max_th = 1.721346e+00, time=2025-04-07 20:05:03 
jj1 = 247, max_th = 2.652548e+00, time=2025-04-07 20:05:11 
jj1 = 208, max_th = 1.863743e+00, time=2025-04-07 20:05:19 
jj1 = 441, max_th = 1.646747e+00, time=2025-04-07 20:06:02 
jj1 = 327, max_th = 2.323850e+00, time=2025-04-07 20:06:14 
jj1 = 131, max_th = 1.893343e+00, time=2025-04-07 20:07:39 
jj1 = 483, max_th = 1.973355e+00, time=2025-04-07 20:10:45 
jj1 = 517, max_th = 1.664634e+00, time=2025-04-07 20:12:55 
jj1 = 482, max_th = 2.950311e+00, time=2025-04-07 20:13:00 
jj1 = 402, max_th = 2.094955e+00, time=2025-04-07 20:13:47 
jj1 = 88, max_th = 1.611949e+00, time=2025-04-07 20:18:45 
jj1 = 285, max_th = 2.117515e+00, time=2025-04-07 20:22:26 
jj1 = 246, max_th = 1.654839e+00, time=2025-04-07 20:23:26 
jj1 = 207, max_th = 1.745357e+00, time=2025-04-07 20:23:35 
jj1 = 326, max_th = 2.207240e+00, time=2025-04-07 20:23:46 
jj1 = 440, max_th = 1.536692e+00, time=2025-04-07 20:24:31 
jj1 = 364, max_th = 2.145297e+00, time=2025-04-07 20:25:35 
jj1 = 130, max_th = 2.002712e+00, time=2025-04-07 20:27:33 
jj1 = 481, max_th = 2.471846e+00, time=2025-04-07 20:29:04 
jj1 = 169, max_th = 1.918101e+00, time=2025-04-07 20:29:16 
jj1 = 401, max_th = 1.630170e+00, time=2025-04-07 20:32:14 
jj1 = 480, max_th = 1.239945e+00, time=2025-04-07 20:34:47 
jj1 = 439, max_th = 2.445666e+00, time=2025-04-07 20:34:52 
jj1 = 516, max_th = 2.278092e+00, time=2025-04-07 20:36:23 
jj1 = 438, max_th = 7.140716e-01, time=2025-04-07 20:37:34 
jj1 = 206, max_th = 1.650693e+00, time=2025-04-07 20:38:40 
jj1 = 87, max_th = 1.560634e+00, time=2025-04-07 20:39:05 
jj1 = 363, max_th = 1.702465e+00, time=2025-04-07 20:43:05 
jj1 = 325, max_th = 2.059321e+00, time=2025-04-07 20:46:52 
jj1 = 437, max_th = 1.336916e+00, time=2025-04-07 20:47:25 
jj1 = 284, max_th = 1.866058e+00, time=2025-04-07 20:48:05 
jj1 = 129, max_th = 2.051976e+00, time=2025-04-07 20:49:03 
jj1 = 400, max_th = 1.575786e+00, time=2025-04-07 20:50:02 
jj1 = 128, max_th = 8.972226e-01, time=2025-04-07 20:51:10 
jj1 = 245, max_th = 2.575847e+00, time=2025-04-07 20:51:18 
jj1 = 479, max_th = 1.624805e+00, time=2025-04-07 20:52:09 
jj1 = 168, max_th = 1.842264e+00, time=2025-04-07 20:52:56 
jj1 = 127, max_th = 9.068594e-01, time=2025-04-07 20:53:06 
jj1 = 399, max_th = 2.845137e+00, time=2025-04-07 20:54:52 
jj1 = 515, max_th = 2.315528e+00, time=2025-04-07 20:57:26 
jj1 = 514, max_th = 8.147834e-01, time=2025-04-07 20:57:59 
jj1 = 283, max_th = 1.303455e+00, time=2025-04-07 20:58:13 
jj1 = 398, max_th = 3.052679e+00, time=2025-04-07 20:58:43 
jj1 = 397, max_th = 2.933697e+00, time=2025-04-07 21:01:21 
jj1 = 86, max_th = 2.162253e+00, time=2025-04-07 21:01:55 
jj1 = 396, max_th = 6.931323e-01, time=2025-04-07 21:03:56 
jj1 = 167, max_th = 1.492338e+00, time=2025-04-07 21:04:12 
jj1 = 205, max_th = 2.361188e+00, time=2025-04-07 21:04:22 
jj1 = 244, max_th = 1.602967e+00, time=2025-04-07 21:05:26 
jj1 = 362, max_th = 2.136758e+00, time=2025-04-07 21:06:22 
jj1 = 436, max_th = 2.211967e+00, time=2025-04-07 21:08:02 
jj1 = 204, max_th = 1.117595e+00, time=2025-04-07 21:11:19 
jj1 = 478, max_th = 2.295337e+00, time=2025-04-07 21:11:24 
jj1 = 324, max_th = 1.776229e+00, time=2025-04-07 21:12:40 
jj1 = 513, max_th = 2.144468e+00, time=2025-04-07 21:13:55 
jj1 = 203, max_th = -1.195558e+00, time=2025-04-07 21:14:00 
jj1 = 282, max_th = 2.434392e+00, time=2025-04-07 21:14:31 
jj1 = 126, max_th = 2.171567e+00, time=2025-04-07 21:15:42 
jj1 = 477, max_th = 2.600753e+00, time=2025-04-07 21:19:34 
jj1 = 85, max_th = 1.530822e+00, time=2025-04-07 21:20:17 
jj1 = 361, max_th = 1.537452e+00, time=2025-04-07 21:21:57 
jj1 = 435, max_th = 2.453502e+00, time=2025-04-07 21:23:27 
jj1 = 243, max_th = 2.197799e+00, time=2025-04-07 21:23:40 
jj1 = 395, max_th = 1.690351e+00, time=2025-04-07 21:23:49 
jj1 = 166, max_th = 2.207660e+00, time=2025-04-07 21:25:51 
jj1 = 202, max_th = 2.513633e+00, time=2025-04-07 21:28:02 
jj1 = 323, max_th = 1.473876e+00, time=2025-04-07 21:28:33 
jj1 = 242, max_th = 1.104476e+00, time=2025-04-07 21:29:43 
jj1 = 434, max_th = 1.114771e+00, time=2025-04-07 21:29:58 
jj1 = 476, max_th = 1.605165e+00, time=2025-04-07 21:34:25 
jj1 = 125, max_th = 1.797094e+00, time=2025-04-07 21:35:05 
jj1 = 84, max_th = 1.522729e+00, time=2025-04-07 21:36:52 
jj1 = 394, max_th = 2.552808e+00, time=2025-04-07 21:37:12 
jj1 = 281, max_th = 1.771879e+00, time=2025-04-07 21:37:15 
jj1 = 512, max_th = 2.087050e+00, time=2025-04-07 21:37:50 
jj1 = 360, max_th = 1.760000e+00, time=2025-04-07 21:41:00 
jj1 = 433, max_th = 2.249339e+00, time=2025-04-07 21:44:20 
jj1 = 124, max_th = 2.643071e+00, time=2025-04-07 21:44:46 
jj1 = 280, max_th = 1.283587e+00, time=2025-04-07 21:48:03 
jj1 = 201, max_th = 1.814555e+00, time=2025-04-07 21:48:44 
jj1 = 165, max_th = 1.633307e+00, time=2025-04-07 21:48:50 
jj1 = 241, max_th = 1.670576e+00, time=2025-04-07 21:49:31 
jj1 = 322, max_th = 2.327592e+00, time=2025-04-07 21:49:47 
jj1 = 475, max_th = 2.402062e+00, time=2025-04-07 21:50:21 
jj1 = 432, max_th = 2.857893e+00, time=2025-04-07 21:51:59 
jj1 = 511, max_th = 1.430876e+00, time=2025-04-07 21:53:21 
jj1 = 359, max_th = 1.413462e+00, time=2025-04-07 21:55:08 
jj1 = 393, max_th = 2.158250e+00, time=2025-04-07 21:57:10 
jj1 = 321, max_th = 2.590241e+00, time=2025-04-07 22:00:33 
jj1 = 279, max_th = 1.550416e+00, time=2025-04-07 22:02:08 
jj1 = 278, max_th = -1.994614e-01, time=2025-04-07 22:02:25 
jj1 = 83, max_th = 2.184304e+00, time=2025-04-07 22:03:01 
jj1 = 240, max_th = 1.473435e+00, time=2025-04-07 22:06:33 
jj1 = 474, max_th = 1.623836e+00, time=2025-04-07 22:07:08 
jj1 = 510, max_th = 1.405195e+00, time=2025-04-07 22:07:46 
jj1 = 164, max_th = 1.839832e+00, time=2025-04-07 22:08:11 
jj1 = 277, max_th = 1.157024e+00, time=2025-04-07 22:09:48 
jj1 = 473, max_th = 1.134698e+00, time=2025-04-07 22:10:09 
jj1 = 431, max_th = 1.708498e+00, time=2025-04-07 22:11:59 
jj1 = 392, max_th = 1.578951e+00, time=2025-04-07 22:13:18 
jj1 = 123, max_th = 2.245033e+00, time=2025-04-07 22:13:36 
jj1 = 200, max_th = 1.945757e+00, time=2025-04-07 22:13:46 
jj1 = 320, max_th = 1.559155e+00, time=2025-04-07 22:15:02 
jj1 = 358, max_th = 2.162925e+00, time=2025-04-07 22:17:35 
jj1 = 472, max_th = 1.211053e+00, time=2025-04-07 22:17:53 
jj1 = 163, max_th = 2.451211e+00, time=2025-04-07 22:19:12 
jj1 = 276, max_th = 2.537660e+00, time=2025-04-07 22:21:58 
jj1 = 82, max_th = 2.218430e+00, time=2025-04-07 22:22:47 
jj1 = 122, max_th = 1.326730e+00, time=2025-04-07 22:23:53 
jj1 = 81, max_th = 8.015971e-01, time=2025-04-07 22:24:13 
jj1 = 275, max_th = 1.014808e+00, time=2025-04-07 22:26:37 
jj1 = 509, max_th = 2.004394e+00, time=2025-04-07 22:27:57 
jj1 = 239, max_th = 1.878777e+00, time=2025-04-07 22:29:29 
jj1 = 199, max_th = 1.457358e+00, time=2025-04-07 22:30:04 
jj1 = 391, max_th = 1.686586e+00, time=2025-04-07 22:32:33 
jj1 = 357, max_th = 1.185378e+00, time=2025-04-07 22:34:45 
jj1 = 430, max_th = 2.231802e+00, time=2025-04-07 22:34:44 
jj1 = 121, max_th = 1.487376e+00, time=2025-04-07 22:37:47 
jj1 = 429, max_th = 9.153265e-01, time=2025-04-07 22:41:38 
jj1 = 471, max_th = 1.992379e+00, time=2025-04-07 22:41:40 
jj1 = 80, max_th = 1.633182e+00, time=2025-04-07 22:43:11 
jj1 = 390, max_th = 2.384871e+00, time=2025-04-07 22:43:26 
jj1 = 274, max_th = 2.344577e+00, time=2025-04-07 22:43:33 
jj1 = 162, max_th = 2.082066e+00, time=2025-04-07 22:45:07 
jj1 = 428, max_th = 2.841757e+00, time=2025-04-07 22:48:15 
jj1 = 238, max_th = 2.424209e+00, time=2025-04-07 22:48:54 
jj1 = 356, max_th = 2.667636e+00, time=2025-04-07 22:49:37 
jj1 = 198, max_th = 1.744564e+00, time=2025-04-07 22:49:53 
jj1 = 319, max_th = 2.142007e+00, time=2025-04-07 22:50:40 
jj1 = 508, max_th = 2.171711e+00, time=2025-04-07 22:51:41 
jj1 = 120, max_th = 2.384191e+00, time=2025-04-07 22:54:55 
jj1 = 389, max_th = 1.519984e+00, time=2025-04-07 23:00:08 
jj1 = 273, max_th = 1.523579e+00, time=2025-04-07 23:00:10 
jj1 = 470, max_th = 2.375937e+00, time=2025-04-07 23:00:13 
jj1 = 119, max_th = 1.281649e+00, time=2025-04-07 23:01:47 
jj1 = 79, max_th = 1.864408e+00, time=2025-04-07 23:02:50 
jj1 = 318, max_th = 2.351061e+00, time=2025-04-07 23:04:27 
jj1 = 118, max_th = 3.880536e+00, time=2025-04-07 23:07:38 
jj1 = 507, max_th = 1.408436e+00, time=2025-04-07 23:07:53 
jj1 = 355, max_th = 2.328230e+00, time=2025-04-07 23:09:30 
jj1 = 161, max_th = 2.031252e+00, time=2025-04-07 23:11:16 
jj1 = 197, max_th = 2.177859e+00, time=2025-04-07 23:13:59 
jj1 = 237, max_th = 2.014046e+00, time=2025-04-07 23:15:09 
jj1 = 469, max_th = 2.398197e+00, time=2025-04-07 23:16:10 
jj1 = 427, max_th = 1.610614e+00, time=2025-04-07 23:16:24 
jj1 = 117, max_th = 2.957870e+00, time=2025-04-07 23:16:30 
jj1 = 317, max_th = 1.646553e+00, time=2025-04-07 23:20:27 
jj1 = 272, max_th = 1.636454e+00, time=2025-04-07 23:22:40 
jj1 = 388, max_th = 1.987418e+00, time=2025-04-07 23:24:00 
jj1 = 236, max_th = 2.660277e+00, time=2025-04-07 23:24:03 
jj1 = 196, max_th = 2.409002e+00, time=2025-04-07 23:24:35 
jj1 = 78, max_th = 2.041975e+00, time=2025-04-07 23:26:59 
jj1 = 116, max_th = 1.597559e+00, time=2025-04-07 23:32:44 
jj1 = 160, max_th = 1.777987e+00, time=2025-04-07 23:33:59 
jj1 = 506, max_th = 1.968004e+00, time=2025-04-07 23:36:28 
jj1 = 426, max_th = 2.241957e+00, time=2025-04-07 23:38:08 
jj1 = 316, max_th = 2.142548e+00, time=2025-04-07 23:38:26 
jj1 = 271, max_th = 1.871036e+00, time=2025-04-07 23:38:39 
