MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2021 The MathWorks, Inc.
                  R2021b (9.11.0.1769968) 64-bit (glnxa64)
                             September 17, 2021

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
[Warning: A task was unexpectedly found in state: Unavailable.] 
[> In parallel.cluster.Local/deriveJobStateFromTasks (line 29)
In parallel.cluster/Local/getJobState (line 174)
In parallel.cluster/CJSCluster/hGetJobState (line 375)
In parallel.internal.cluster/CJSJobMixin/hGetStateEnum (line 175)
In parallel/Job/get.StateEnum (line 247)
In parallel/Job/get.State (line 239)
In parallel.internal.customattr.CustomGetSet>iVectorisedGetHelper (line 128)
In parallel.internal.customattr.CustomGetSet>@(a,b,c)iVectorisedGetHelper(obj,a,b,c) (line 102)
In parallel.internal.customattr/CustomGetSet/doVectorisedGet (line 103)
In parallel.internal.customattr/CustomGetSet/hVectorisedGet (line 76)
In parallel.internal.customattr.GetSetImpl>iAccessProperties (line 322)
In parallel.internal.customattr.GetSetImpl>iGetAllPropertiesVec (line 264)
In parallel.internal.customattr/GetSetImpl/getImpl (line 133)
In parallel.internal.customattr.CustomGetSet>iHetFunGetFunction (line 154)
In parallel.internal.customattr.CustomGetSet>@(o)iHetFunGetFunction(o,props) (line 139)
In parallel.internal.cluster.hetfun (line 46)
In parallel.internal.customattr.CustomGetSet>iHetFunGetProperty (line 139)
In parallel.internal.customattr/CustomGetSet/get (line 38)
In parallel.internal.pool/AbstractInteractiveClient/pRemoveOldJobs (line 211)
In parallel.internal.pool/AbstractInteractiveClient/start (line 103)
In parallel.internal.pool.AbstractClusterPool>iStartClient (line 831)
In parallel.internal.pool/AbstractClusterPool/hBuildPool (line 585)
In parallel.internal.pool.doParpool (line 22)
In parpool (line 123)
In parallel.internal.parpool.getOrCreateCurrentPool (line 17)
In parallel.internal.pool/PoolArrayManager/getOrAutoCreateWithCleanup (line 44)
In pctTryCreatePoolIfNecessary (line 28)
In parallel_function (line 423)] 
Connected to the parallel pool (number of workers: 12).
jj1 = 5, max_th = -1.766279e-01, time=2025-04-15 09:54:53 
jj1 = 47, max_th = 1.638899e+00, time=2025-04-15 10:49:09 
jj1 = 18, max_th = 2.105809e+00, time=2025-04-15 10:52:22 
jj1 = 57, max_th = 2.443626e+00, time=2025-04-15 10:53:39 
jj1 = 32, max_th = 1.575290e+00, time=2025-04-15 10:55:40 
jj1 = 1, max_th = 2.566797e+00, time=2025-04-15 10:56:04 
jj1 = 52, max_th = 2.723923e+00, time=2025-04-15 10:57:01 
jj1 = 137, max_th = 2.386913e+00, time=2025-04-15 10:57:14 
jj1 = 37, max_th = 2.280385e+00, time=2025-04-15 10:58:39 
jj1 = 46, max_th = 2.553029e+00, time=2025-04-15 11:00:20 
jj1 = 36, max_th = 2.978774e+00, time=2025-04-15 11:01:53 
jj1 = 450, max_th = 9.546986e-01, time=2025-04-15 11:04:09 
jj1 = 56, max_th = 2.598117e+00, time=2025-04-15 11:05:12 
jj1 = 528, max_th = 3.165001e+00, time=2025-04-15 11:05:56 
jj1 = 11, max_th = 1.849440e+00, time=2025-04-15 11:06:38 
jj1 = 27, max_th = 2.352824e+00, time=2025-04-15 11:06:57 
jj1 = 17, max_th = 1.536521e+00, time=2025-04-15 11:08:01 
jj1 = 41, max_th = 1.987359e+00, time=2025-04-15 11:09:56 
jj1 = 22, max_th = 1.917185e+00, time=2025-04-15 11:11:36 
jj1 = 31, max_th = 2.163559e+00, time=2025-04-15 11:16:02 
jj1 = 99, max_th = 2.223234e+00, time=2025-04-15 11:17:25 
jj1 = 51, max_th = 1.904676e+00, time=2025-04-15 11:18:00 
jj1 = 527, max_th = 2.627898e+00, time=2025-04-15 11:19:02 
jj1 = 136, max_th = 2.323191e+00, time=2025-04-15 11:19:32 
jj1 = 489, max_th = 2.998059e+00, time=2025-04-15 11:20:49 
jj1 = 449, max_th = 1.790016e+00, time=2025-04-15 11:21:21 
jj1 = 135, max_th = -1.141405e+00, time=2025-04-15 11:21:41 
jj1 = 372, max_th = 2.243319e+00, time=2025-04-15 11:21:45 
jj1 = 177, max_th = 1.798628e+00, time=2025-04-15 11:24:23 
jj1 = 21, max_th = 2.513084e+00, time=2025-04-15 11:28:33 
jj1 = 411, max_th = 2.373979e+00, time=2025-04-15 11:28:44 
jj1 = 26, max_th = 2.127460e+00, time=2025-04-15 11:32:09 
jj1 = 16, max_th = 2.077491e+00, time=2025-04-15 11:32:59 
jj1 = 488, max_th = 1.437032e+00, time=2025-04-15 11:33:21 
jj1 = 526, max_th = 1.511204e+00, time=2025-04-15 11:33:42 
jj1 = 134, max_th = 2.450868e+00, time=2025-04-15 11:34:13 
jj1 = 176, max_th = 1.277511e+00, time=2025-04-15 11:35:45 
jj1 = 333, max_th = 1.956978e+00, time=2025-04-15 11:38:23 
jj1 = 133, max_th = 1.008580e+00, time=2025-04-15 11:41:26 
jj1 = 371, max_th = 2.219948e+00, time=2025-04-15 11:43:21 
jj1 = 98, max_th = 1.972127e+00, time=2025-04-15 11:45:06 
jj1 = 370, max_th = 3.180563e+00, time=2025-04-15 11:46:05 
jj1 = 448, max_th = 1.843671e+00, time=2025-04-15 11:47:12 
jj1 = 487, max_th = 2.444348e+00, time=2025-04-15 11:55:26 
jj1 = 175, max_th = 1.496697e+00, time=2025-04-15 11:56:15 
jj1 = 255, max_th = 2.154619e+00, time=2025-04-15 11:58:25 
jj1 = 410, max_th = 2.235119e+00, time=2025-04-15 12:04:53 
jj1 = 97, max_th = 1.222404e+00, time=2025-04-15 12:09:45 
jj1 = 525, max_th = 2.279087e+00, time=2025-04-15 12:11:28 
jj1 = 216, max_th = 2.066597e+00, time=2025-04-15 12:17:36 
jj1 = 294, max_th = 1.965700e+00, time=2025-04-15 12:19:32 
jj1 = 332, max_th = 2.085949e+00, time=2025-04-15 12:20:51 
jj1 = 174, max_th = 2.633018e+00, time=2025-04-15 12:22:50 
jj1 = 254, max_th = 2.596347e+00, time=2025-04-15 12:23:02 
jj1 = 369, max_th = 1.899601e+00, time=2025-04-15 12:24:22 
jj1 = 132, max_th = 1.752241e+00, time=2025-04-15 12:24:43 
jj1 = 486, max_th = 2.473329e+00, time=2025-04-15 12:28:14 
jj1 = 447, max_th = 1.551677e+00, time=2025-04-15 12:28:24 
jj1 = 131, max_th = 9.132313e-01, time=2025-04-15 12:34:41 
jj1 = 524, max_th = 2.547432e+00, time=2025-04-15 12:43:45 
jj1 = 96, max_th = 2.048416e+00, time=2025-04-15 12:46:19 
jj1 = 215, max_th = 2.532964e+00, time=2025-04-15 12:49:45 
jj1 = 293, max_th = 1.258447e+00, time=2025-04-15 12:49:56 
jj1 = 446, max_th = 2.548325e+00, time=2025-04-15 12:51:48 
jj1 = 368, max_th = 2.396634e+00, time=2025-04-15 12:57:04 
jj1 = 409, max_th = 1.884972e+00, time=2025-04-15 12:57:22 
jj1 = 173, max_th = 1.949671e+00, time=2025-04-15 13:01:25 
jj1 = 331, max_th = 2.370259e+00, time=2025-04-15 13:04:34 
jj1 = 253, max_th = 1.792248e+00, time=2025-04-15 13:08:43 
jj1 = 485, max_th = 2.425510e+00, time=2025-04-15 13:14:24 
jj1 = 214, max_th = 1.627934e+00, time=2025-04-15 13:18:37 
jj1 = 130, max_th = 2.196814e+00, time=2025-04-15 13:22:25 
jj1 = 95, max_th = 1.671127e+00, time=2025-04-15 13:31:35 
jj1 = 445, max_th = 2.239222e+00, time=2025-04-15 13:32:53 
jj1 = 408, max_th = 1.560192e+00, time=2025-04-15 13:33:28 
jj1 = 172, max_th = 1.530405e+00, time=2025-04-15 13:36:19 
jj1 = 367, max_th = 1.796817e+00, time=2025-04-15 13:38:44 
jj1 = 366, max_th = -3.686515e-01, time=2025-04-15 13:39:05 
jj1 = 252, max_th = 2.451247e+00, time=2025-04-15 13:39:49 
jj1 = 523, max_th = 2.022895e+00, time=2025-04-15 13:43:05 
jj1 = 292, max_th = 2.174953e+00, time=2025-04-15 13:43:17 
jj1 = 484, max_th = 1.555371e+00, time=2025-04-15 13:46:32 
jj1 = 213, max_th = 2.479950e+00, time=2025-04-15 13:51:40 
jj1 = 330, max_th = 1.841849e+00, time=2025-04-15 13:54:19 
jj1 = 444, max_th = 1.259318e+00, time=2025-04-15 13:54:51 
jj1 = 407, max_th = 1.380128e+00, time=2025-04-15 14:01:52 
jj1 = 483, max_th = 1.141903e+00, time=2025-04-15 14:02:14 
jj1 = 129, max_th = 2.264940e+00, time=2025-04-15 14:04:32 
jj1 = 94, max_th = 1.539447e+00, time=2025-04-15 14:08:29 
jj1 = 251, max_th = 1.430181e+00, time=2025-04-15 14:11:23 
jj1 = 171, max_th = 1.538935e+00, time=2025-04-15 14:12:21 
jj1 = 93, max_th = 2.902638e+00, time=2025-04-15 14:19:27 
jj1 = 522, max_th = 2.387392e+00, time=2025-04-15 14:20:49 
jj1 = 406, max_th = 2.634616e+00, time=2025-04-15 14:21:14 
jj1 = 329, max_th = 1.551182e+00, time=2025-04-15 14:22:23 
jj1 = 212, max_th = 1.749170e+00, time=2025-04-15 14:27:23 
jj1 = 365, max_th = 2.225041e+00, time=2025-04-15 14:27:33 
jj1 = 364, max_th = -2.567780e-01, time=2025-04-15 14:28:19 
jj1 = 363, max_th = 7.601554e-01, time=2025-04-15 14:32:50 
jj1 = 291, max_th = 2.103035e+00, time=2025-04-15 14:34:15 
jj1 = 250, max_th = 1.316994e+00, time=2025-04-15 14:34:25 
jj1 = 170, max_th = 2.300325e+00, time=2025-04-15 14:37:49 
jj1 = 443, max_th = 2.072161e+00, time=2025-04-15 14:39:02 
jj1 = 482, max_th = 1.951858e+00, time=2025-04-15 14:40:14 
jj1 = 128, max_th = 1.661545e+00, time=2025-04-15 14:40:34 
jj1 = 92, max_th = 2.517451e+00, time=2025-04-15 14:42:38 
jj1 = 362, max_th = 1.600094e+00, time=2025-04-15 14:44:57 
jj1 = 328, max_th = 1.718353e+00, time=2025-04-15 14:51:25 
jj1 = 521, max_th = 1.906885e+00, time=2025-04-15 14:51:36 
jj1 = 290, max_th = 2.521267e+00, time=2025-04-15 14:52:22 
jj1 = 169, max_th = 1.455056e+00, time=2025-04-15 14:52:31 
jj1 = 211, max_th = 2.146291e+00, time=2025-04-15 14:53:19 
jj1 = 405, max_th = 2.019690e+00, time=2025-04-15 14:53:55 
jj1 = 481, max_th = 2.434686e+00, time=2025-04-15 14:59:27 
jj1 = 127, max_th = 2.352765e+00, time=2025-04-15 15:00:35 
jj1 = 249, max_th = 1.840110e+00, time=2025-04-15 15:01:10 
jj1 = 442, max_th = 1.760390e+00, time=2025-04-15 15:02:26 
jj1 = 520, max_th = 1.165919e+00, time=2025-04-15 15:03:07 
jj1 = 168, max_th = 1.600608e+00, time=2025-04-15 15:10:40 
jj1 = 248, max_th = 1.065138e+00, time=2025-04-15 15:10:54 
jj1 = 361, max_th = 2.217257e+00, time=2025-04-15 15:11:04 
jj1 = 91, max_th = 2.110612e+00, time=2025-04-15 15:11:40 
jj1 = 327, max_th = 2.294763e+00, time=2025-04-15 15:13:45 
jj1 = 210, max_th = 1.542231e+00, time=2025-04-15 15:15:29 
jj1 = 404, max_th = 1.804239e+00, time=2025-04-15 15:16:35 
jj1 = 441, max_th = 1.550577e+00, time=2025-04-15 15:18:30 
jj1 = 480, max_th = 1.523116e+00, time=2025-04-15 15:21:57 
jj1 = 289, max_th = 1.962602e+00, time=2025-04-15 15:22:19 
jj1 = 167, max_th = 2.448758e+00, time=2025-04-15 15:23:43 
jj1 = 166, max_th = 9.163185e-01, time=2025-04-15 15:28:44 
jj1 = 440, max_th = 2.728741e+00, time=2025-04-15 15:29:09 
jj1 = 519, max_th = 2.089820e+00, time=2025-04-15 15:30:33 
jj1 = 360, max_th = 1.477285e+00, time=2025-04-15 15:31:12 
jj1 = 90, max_th = 1.804812e+00, time=2025-04-15 15:31:28 
jj1 = 126, max_th = 2.187012e+00, time=2025-04-15 15:32:22 
jj1 = 125, max_th = 3.113826e+00, time=2025-04-15 15:34:23 
jj1 = 326, max_th = 2.100697e+00, time=2025-04-15 15:35:22 
jj1 = 288, max_th = 2.594216e+00, time=2025-04-15 15:36:18 
jj1 = 247, max_th = 1.862960e+00, time=2025-04-15 15:39:45 
jj1 = 209, max_th = 2.170858e+00, time=2025-04-15 15:41:47 
jj1 = 403, max_th = 1.930407e+00, time=2025-04-15 15:42:18 
jj1 = 479, max_th = 1.705678e+00, time=2025-04-15 15:43:40 
jj1 = 359, max_th = 2.453752e+00, time=2025-04-15 15:47:41 
jj1 = 246, max_th = 2.678308e+00, time=2025-04-15 15:51:40 
jj1 = 287, max_th = 2.489939e+00, time=2025-04-15 15:52:32 
jj1 = 124, max_th = 2.463856e+00, time=2025-04-15 15:54:19 
jj1 = 478, max_th = 2.645935e+00, time=2025-04-15 15:55:07 
jj1 = 439, max_th = 2.156676e+00, time=2025-04-15 15:55:55 
jj1 = 165, max_th = 2.055672e+00, time=2025-04-15 15:57:33 
jj1 = 402, max_th = 2.580381e+00, time=2025-04-15 15:57:44 
jj1 = 325, max_th = 1.764612e+00, time=2025-04-15 15:59:50 
jj1 = 89, max_th = 1.722815e+00, time=2025-04-15 16:00:19 
jj1 = 518, max_th = 1.960012e+00, time=2025-04-15 16:00:26 
jj1 = 123, max_th = 1.011466e+00, time=2025-04-15 16:02:45 
jj1 = 477, max_th = 1.255403e+00, time=2025-04-15 16:07:21 
jj1 = 208, max_th = 1.902655e+00, time=2025-04-15 16:09:07 
jj1 = 476, max_th = 1.010792e+00, time=2025-04-15 16:10:30 
jj1 = 438, max_th = 2.461446e+00, time=2025-04-15 16:12:20 
jj1 = 88, max_th = 1.272128e+00, time=2025-04-15 16:13:34 
jj1 = 245, max_th = 2.312021e+00, time=2025-04-15 16:14:05 
jj1 = 475, max_th = 2.913909e+00, time=2025-04-15 16:15:39 
jj1 = 358, max_th = 2.134830e+00, time=2025-04-15 16:16:42 
jj1 = 122, max_th = 1.373271e+00, time=2025-04-15 16:17:54 
jj1 = 401, max_th = 1.563145e+00, time=2025-04-15 16:18:03 
jj1 = 207, max_th = 1.350193e+00, time=2025-04-15 16:18:57 
jj1 = 286, max_th = 1.890658e+00, time=2025-04-15 16:20:27 
jj1 = 400, max_th = 7.355079e-01, time=2025-04-15 16:20:58 
jj1 = 164, max_th = 1.754596e+00, time=2025-04-15 16:22:26 
jj1 = 206, max_th = 8.621075e-01, time=2025-04-15 16:22:59 
jj1 = 517, max_th = 1.879772e+00, time=2025-04-15 16:28:15 
jj1 = 87, max_th = 1.495073e+00, time=2025-04-15 16:31:15 
jj1 = 324, max_th = 1.873825e+00, time=2025-04-15 16:31:40 
jj1 = 437, max_th = 1.997606e+00, time=2025-04-15 16:37:54 
jj1 = 474, max_th = 1.633468e+00, time=2025-04-15 16:39:29 
jj1 = 244, max_th = 2.151138e+00, time=2025-04-15 16:42:25 
jj1 = 357, max_th = 1.583564e+00, time=2025-04-15 16:42:59 
jj1 = 121, max_th = 2.108736e+00, time=2025-04-15 16:46:01 
jj1 = 285, max_th = 1.662855e+00, time=2025-04-15 16:47:36 
jj1 = 399, max_th = 2.102564e+00, time=2025-04-15 16:48:24 
jj1 = 323, max_th = 1.327130e+00, time=2025-04-15 16:49:05 
jj1 = 163, max_th = 2.126637e+00, time=2025-04-15 16:53:18 
jj1 = 516, max_th = 2.011621e+00, time=2025-04-15 16:54:59 
jj1 = 205, max_th = 2.035365e+00, time=2025-04-15 16:57:18 
jj1 = 284, max_th = 2.718769e+00, time=2025-04-15 16:58:30 
jj1 = 86, max_th = 2.335109e+00, time=2025-04-15 17:00:22 
jj1 = 436, max_th = 2.298916e+00, time=2025-04-15 17:03:55 
jj1 = 120, max_th = 1.444514e+00, time=2025-04-15 17:06:43 
jj1 = 398, max_th = 1.331576e+00, time=2025-04-15 17:08:57 
jj1 = 356, max_th = 2.520168e+00, time=2025-04-15 17:09:33 
jj1 = 85, max_th = 1.256419e+00, time=2025-04-15 17:12:31 
jj1 = 473, max_th = 2.276852e+00, time=2025-04-15 17:13:40 
jj1 = 119, max_th = 1.069405e+00, time=2025-04-15 17:15:29 
jj1 = 204, max_th = 1.327938e+00, time=2025-04-15 17:16:20 
jj1 = 243, max_th = 2.522806e+00, time=2025-04-15 17:16:58 
jj1 = 322, max_th = 1.722982e+00, time=2025-04-15 17:20:14 
jj1 = 515, max_th = 2.358151e+00, time=2025-04-15 17:20:18 
jj1 = 118, max_th = 2.833151e+00, time=2025-04-15 17:22:40 
jj1 = 283, max_th = 1.951125e+00, time=2025-04-15 17:22:53 
jj1 = 355, max_th = 1.284258e+00, time=2025-04-15 17:24:26 
jj1 = 162, max_th = 2.111199e+00, time=2025-04-15 17:24:40 
jj1 = 242, max_th = 2.632102e+00, time=2025-04-15 17:29:01 
jj1 = 435, max_th = 1.908046e+00, time=2025-04-15 17:30:16 
jj1 = 397, max_th = 1.617617e+00, time=2025-04-15 17:30:40 
jj1 = 514, max_th = 1.453229e+00, time=2025-04-15 17:33:54 
jj1 = 84, max_th = 1.625585e+00, time=2025-04-15 17:34:31 
jj1 = 472, max_th = 1.666814e+00, time=2025-04-15 17:35:47 
jj1 = 513, max_th = 7.397297e-01, time=2025-04-15 17:36:12 
jj1 = 396, max_th = 1.191939e+00, time=2025-04-15 17:36:54 
jj1 = 83, max_th = 3.030011e+00, time=2025-04-15 17:37:46 
jj1 = 203, max_th = 2.205795e+00, time=2025-04-15 17:40:32 
jj1 = 321, max_th = 1.894647e+00, time=2025-04-15 17:43:44 
jj1 = 82, max_th = 1.059505e+00, time=2025-04-15 17:44:44 
jj1 = 161, max_th = 1.714925e+00, time=2025-04-15 17:49:26 
jj1 = 434, max_th = 2.201710e+00, time=2025-04-15 17:49:59 
jj1 = 241, max_th = 1.553578e+00, time=2025-04-15 17:50:06 
jj1 = 354, max_th = 2.102151e+00, time=2025-04-15 17:50:26 
jj1 = 117, max_th = 1.678902e+00, time=2025-04-15 17:54:07 
jj1 = 282, max_th = 2.032911e+00, time=2025-04-15 17:54:48 
jj1 = 320, max_th = 1.214772e+00, time=2025-04-15 17:54:53 
jj1 = 395, max_th = 2.365841e+00, time=2025-04-15 17:58:15 
jj1 = 160, max_th = 1.063836e+00, time=2025-04-15 17:58:26 
jj1 = 471, max_th = 1.692213e+00, time=2025-04-15 17:58:50 
jj1 = 240, max_th = 1.159939e+00, time=2025-04-15 18:03:15 
jj1 = 319, max_th = 1.234684e+00, time=2025-04-15 18:05:06 
jj1 = 512, max_th = 1.865646e+00, time=2025-04-15 18:07:41 
jj1 = 202, max_th = 1.979828e+00, time=2025-04-15 18:10:45 
jj1 = 281, max_th = 2.478555e+00, time=2025-04-15 18:14:25 
jj1 = 239, max_th = 2.688605e+00, time=2025-04-15 18:14:51 
jj1 = 81, max_th = 1.926961e+00, time=2025-04-15 18:15:09 
jj1 = 394, max_th = 2.380283e+00, time=2025-04-15 18:17:22 
jj1 = 433, max_th = 2.181835e+00, time=2025-04-15 18:18:26 
jj1 = 470, max_th = 1.517773e+00, time=2025-04-15 18:19:23 
jj1 = 511, max_th = 1.346968e+00, time=2025-04-15 18:19:24 
jj1 = 116, max_th = 2.230064e+00, time=2025-04-15 18:19:50 
jj1 = 159, max_th = 1.637386e+00, time=2025-04-15 18:21:09 
jj1 = 353, max_th = 1.979341e+00, time=2025-04-15 18:22:49 
jj1 = 318, max_th = 1.618305e+00, time=2025-04-15 18:25:40 
jj1 = 280, max_th = 2.656992e+00, time=2025-04-15 18:26:06 
jj1 = 352, max_th = 1.164113e+00, time=2025-04-15 18:32:35 
jj1 = 201, max_th = 2.318071e+00, time=2025-04-15 18:33:11 
jj1 = 80, max_th = 1.480151e+00, time=2025-04-15 18:34:55 
jj1 = 115, max_th = 2.387283e+00, time=2025-04-15 18:38:10 
jj1 = 432, max_th = 2.003055e+00, time=2025-04-15 18:38:31 
jj1 = 469, max_th = 1.905947e+00, time=2025-04-15 18:43:14 
jj1 = 510, max_th = 2.055945e+00, time=2025-04-15 18:43:21 
jj1 = 279, max_th = 2.479979e+00, time=2025-04-15 18:44:49 
jj1 = 393, max_th = 2.222310e+00, time=2025-04-15 18:45:15 
jj1 = 158, max_th = 2.047898e+00, time=2025-04-15 18:45:19 
jj1 = 238, max_th = 1.719993e+00, time=2025-04-15 18:45:53 
jj1 = 237, max_th = 2.922375e+00, time=2025-04-15 18:49:19 
jj1 = 236, max_th = 9.162847e-01, time=2025-04-15 18:53:49 
jj1 = 317, max_th = 1.966016e+00, time=2025-04-15 18:56:04 
jj1 = 431, max_th = 2.438160e+00, time=2025-04-15 18:56:10 
jj1 = 235, max_th = 6.403868e-01, time=2025-04-15 18:56:42 
jj1 = 278, max_th = 1.303549e+00, time=2025-04-15 18:57:22 
jj1 = 351, max_th = 2.141095e+00, time=2025-04-15 18:57:33 
jj1 = 200, max_th = 2.324791e+00, time=2025-04-15 18:58:52 
jj1 = 79, max_th = 1.691169e+00, time=2025-04-15 18:59:32 
jj1 = 234, max_th = 2.880773e+00, time=2025-04-15 19:04:07 
jj1 = 509, max_th = 2.335298e+00, time=2025-04-15 19:05:23 
jj1 = 114, max_th = 2.018051e+00, time=2025-04-15 19:05:31 
jj1 = 430, max_th = 2.724907e+00, time=2025-04-15 19:05:54 
jj1 = 392, max_th = 2.373086e+00, time=2025-04-15 19:06:23 
jj1 = 199, max_th = 2.833552e+00, time=2025-04-15 19:06:32 
jj1 = 157, max_th = 2.390812e+00, time=2025-04-15 19:06:36 
jj1 = 508, max_th = 2.968078e+00, time=2025-04-15 19:09:35 
jj1 = 507, max_th = -1.810688e-01, time=2025-04-15 19:10:13 
jj1 = 468, max_th = 1.839003e+00, time=2025-04-15 19:11:01 
jj1 = 233, max_th = 2.821672e+00, time=2025-04-15 19:12:51 
jj1 = 316, max_th = 2.458641e+00, time=2025-04-15 19:15:11 
jj1 = 113, max_th = 1.399855e+00, time=2025-04-15 19:15:52 
jj1 = 277, max_th = 1.432681e+00, time=2025-04-15 19:17:20 
jj1 = 78, max_th = 1.531764e+00, time=2025-04-15 19:18:31 
jj1 = 315, max_th = 1.149678e+00, time=2025-04-15 19:18:44 
jj1 = 506, max_th = 2.621348e+00, time=2025-04-15 19:21:22 
jj1 = 391, max_th = 2.464113e+00, time=2025-04-15 19:24:29 
jj1 = 198, max_th = 2.393291e+00, time=2025-04-15 19:24:45 
