MATLAB is selecting SOFTWARE OPENGL rendering.

                            < M A T L A B (R) >
                  Copyright 1984-2021 The MathWorks, Inc.
                  R2021b (9.11.0.1769968) 64-bit (glnxa64)
                             September 17, 2021

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> Starting parallel pool (parpool) using the 'local' profile ...
[Warning: A task was unexpectedly found in state: Unavailable.] 
[> In parallel.cluster.Local/deriveJobStateFromTasks (line 29)
In parallel.cluster/Local/getJobState (line 174)
In parallel.cluster/CJSCluster/hGetJobState (line 375)
In parallel.internal.cluster/CJSJobMixin/hGetStateEnum (line 175)
In parallel/Job/get.StateEnum (line 247)
In parallel/Job/get.State (line 239)
In parallel.internal.customattr.CustomGetSet>iVectorisedGetHelper (line 128)
In parallel.internal.customattr.CustomGetSet>@(a,b,c)iVectorisedGetHelper(obj,a,b,c) (line 102)
In parallel.internal.customattr/CustomGetSet/doVectorisedGet (line 103)
In parallel.internal.customattr/CustomGetSet/hVectorisedGet (line 76)
In parallel.internal.customattr.GetSetImpl>iAccessProperties (line 322)
In parallel.internal.customattr.GetSetImpl>iGetAllPropertiesVec (line 264)
In parallel.internal.customattr/GetSetImpl/getImpl (line 133)
In parallel.internal.customattr.CustomGetSet>iHetFunGetFunction (line 154)
In parallel.internal.customattr.CustomGetSet>@(o)iHetFunGetFunction(o,props) (line 139)
In parallel.internal.cluster.hetfun (line 46)
In parallel.internal.customattr.CustomGetSet>iHetFunGetProperty (line 139)
In parallel.internal.customattr/CustomGetSet/get (line 38)
In parallel.internal.pool/AbstractInteractiveClient/pRemoveOldJobs (line 211)
In parallel.internal.pool/AbstractInteractiveClient/start (line 103)
In parallel.internal.pool.AbstractClusterPool>iStartClient (line 831)
In parallel.internal.pool/AbstractClusterPool/hBuildPool (line 585)
In parallel.internal.pool.doParpool (line 22)
In parpool (line 123)
In parallel.internal.parpool.getOrCreateCurrentPool (line 17)
In parallel.internal.pool/PoolArrayManager/getOrAutoCreateWithCleanup (line 44)
In pctTryCreatePoolIfNecessary (line 28)
In parallel_function (line 423)] 
Connected to the parallel pool (number of workers: 12).
jj1 = 20, max_th = 1.235685e+00, time=2025-04-10 19:57:56 
jj1 = 44, max_th = 2.319065e+00, time=2025-04-10 20:50:39 
jj1 = 16, max_th = 2.341926e+00, time=2025-04-10 20:52:38 
jj1 = 13, max_th = 1.222301e+00, time=2025-04-10 20:52:44 
jj1 = 3, max_th = 1.609181e+00, time=2025-04-10 20:54:04 
jj1 = 2, max_th = 5.607770e-01, time=2025-04-10 20:55:18 
jj1 = 38, max_th = 1.860013e+00, time=2025-04-10 20:56:58 
jj1 = 26, max_th = 1.396079e+00, time=2025-04-10 20:57:46 
jj1 = 48, max_th = 2.130149e+00, time=2025-04-10 20:59:00 
jj1 = 8, max_th = 1.738672e+00, time=2025-04-10 20:59:50 
jj1 = 33, max_th = 2.023927e+00, time=2025-04-10 21:02:40 
jj1 = 51, max_th = 2.810807e+00, time=2025-04-10 21:03:00 
jj1 = 37, max_th = 8.703103e-01, time=2025-04-10 21:04:37 
jj1 = 21, max_th = 1.414476e+00, time=2025-04-10 21:04:39 
jj1 = 47, max_th = 2.720165e+00, time=2025-04-10 21:04:40 
jj1 = 32, max_th = 1.290783e+00, time=2025-04-10 21:07:15 
jj1 = 216, max_th = 2.422358e+00, time=2025-04-10 21:08:31 
jj1 = 1, max_th = 1.545555e+00, time=2025-04-10 21:09:05 
jj1 = 255, max_th = 3.072213e+00, time=2025-04-10 21:09:11 
jj1 = 57, max_th = 1.835034e+00, time=2025-04-10 21:10:41 
jj1 = 43, max_th = 2.148877e+00, time=2025-04-10 21:10:43 
jj1 = 254, max_th = 9.247130e-01, time=2025-04-10 21:12:47 
jj1 = 12, max_th = 1.468867e+00, time=2025-04-10 21:13:29 
jj1 = 294, max_th = 1.761199e+00, time=2025-04-10 21:20:25 
jj1 = 7, max_th = 1.882156e+00, time=2025-04-10 21:24:17 
jj1 = 489, max_th = 1.801303e+00, time=2025-04-10 21:24:42 
jj1 = 253, max_th = 2.409287e+00, time=2025-04-10 21:30:17 
jj1 = 99, max_th = 1.615223e+00, time=2025-04-10 21:30:54 
jj1 = 46, max_th = 1.782572e+00, time=2025-04-10 21:31:08 
jj1 = 215, max_th = 1.817344e+00, time=2025-04-10 21:31:12 
jj1 = 31, max_th = 2.057545e+00, time=2025-04-10 21:32:08 
jj1 = 36, max_th = 1.993960e+00, time=2025-04-10 21:32:56 
jj1 = 56, max_th = 2.043630e+00, time=2025-04-10 21:36:21 
jj1 = 6, max_th = 1.504644e+00, time=2025-04-10 21:37:30 
jj1 = 450, max_th = 1.165333e+00, time=2025-04-10 21:38:30 
jj1 = 372, max_th = 2.877738e+00, time=2025-04-10 21:38:53 
jj1 = 214, max_th = 2.295026e+00, time=2025-04-10 21:42:46 
jj1 = 42, max_th = 2.736975e+00, time=2025-04-10 21:42:53 
jj1 = 11, max_th = 2.222644e+00, time=2025-04-10 21:43:10 
jj1 = 293, max_th = 2.326642e+00, time=2025-04-10 21:43:52 
jj1 = 138, max_th = 2.349837e+00, time=2025-04-10 21:47:34 
jj1 = 449, max_th = 1.136259e+00, time=2025-04-10 21:47:58 
jj1 = 371, max_th = 1.113477e+00, time=2025-04-10 21:48:31 
jj1 = 98, max_th = 1.647765e+00, time=2025-04-10 21:49:56 
jj1 = 252, max_th = 2.347176e+00, time=2025-04-10 21:50:13 
jj1 = 370, max_th = 9.033816e-01, time=2025-04-10 21:53:30 
jj1 = 488, max_th = 1.798205e+00, time=2025-04-10 21:53:57 
jj1 = 333, max_th = 1.510397e+00, time=2025-04-10 21:54:37 
jj1 = 177, max_th = 1.294410e+00, time=2025-04-10 21:56:48 
jj1 = 528, max_th = 1.816050e+00, time=2025-04-10 22:00:52 
jj1 = 448, max_th = 1.568569e+00, time=2025-04-10 22:01:03 
jj1 = 213, max_th = 1.415410e+00, time=2025-04-10 22:02:03 
jj1 = 41, max_th = 2.045182e+00, time=2025-04-10 22:02:51 
jj1 = 292, max_th = 1.501768e+00, time=2025-04-10 22:03:00 
jj1 = 137, max_th = 1.948366e+00, time=2025-04-10 22:03:13 
jj1 = 369, max_th = 1.460864e+00, time=2025-04-10 22:07:04 
jj1 = 447, max_th = 2.518988e-01, time=2025-04-10 22:08:34 
jj1 = 97, max_th = 2.117870e+00, time=2025-04-10 22:11:15 
jj1 = 446, max_th = 2.845318e+00, time=2025-04-10 22:15:20 
jj1 = 445, max_th = 3.010264e+00, time=2025-04-10 22:16:05 
jj1 = 251, max_th = 2.029342e+00, time=2025-04-10 22:17:24 
jj1 = 291, max_th = 1.439795e+00, time=2025-04-10 22:17:26 
jj1 = 411, max_th = 1.567553e+00, time=2025-04-10 22:18:04 
jj1 = 176, max_th = 1.715107e+00, time=2025-04-10 22:18:38 
jj1 = 487, max_th = 2.176307e+00, time=2025-04-10 22:19:38 
jj1 = 527, max_th = 2.135118e+00, time=2025-04-10 22:22:07 
jj1 = 332, max_th = 2.040951e+00, time=2025-04-10 22:23:17 
jj1 = 136, max_th = 1.986086e+00, time=2025-04-10 22:24:47 
jj1 = 250, max_th = 2.679215e+00, time=2025-04-10 22:25:09 
jj1 = 212, max_th = 2.032716e+00, time=2025-04-10 22:31:11 
jj1 = 368, max_th = 1.932778e+00, time=2025-04-10 22:32:43 
jj1 = 410, max_th = 2.485649e+00, time=2025-04-10 22:33:29 
jj1 = 444, max_th = 2.253635e+00, time=2025-04-10 22:33:48 
jj1 = 331, max_th = 2.660917e+00, time=2025-04-10 22:35:26 
jj1 = 290, max_th = 1.331437e+00, time=2025-04-10 22:36:01 
jj1 = 526, max_th = 2.390754e+00, time=2025-04-10 22:36:05 
jj1 = 96, max_th = 1.945298e+00, time=2025-04-10 22:36:30 
jj1 = 486, max_th = 1.836950e+00, time=2025-04-10 22:43:31 
jj1 = 175, max_th = 2.652794e+00, time=2025-04-10 22:43:41 
jj1 = 249, max_th = 1.386043e+00, time=2025-04-10 22:45:18 
jj1 = 367, max_th = 2.214837e+00, time=2025-04-10 22:45:55 
jj1 = 135, max_th = 1.957394e+00, time=2025-04-10 22:46:56 
jj1 = 248, max_th = 6.102029e-01, time=2025-04-10 22:50:48 
jj1 = 174, max_th = 1.196778e+00, time=2025-04-10 22:51:34 
jj1 = 443, max_th = 2.180221e+00, time=2025-04-10 22:51:52 
jj1 = 485, max_th = 2.538960e+00, time=2025-04-10 22:51:58 
jj1 = 409, max_th = 1.964703e+00, time=2025-04-10 22:55:49 
jj1 = 525, max_th = 1.695542e+00, time=2025-04-10 22:57:07 
jj1 = 247, max_th = 2.796115e+00, time=2025-04-10 22:57:26 
jj1 = 289, max_th = 1.741347e+00, time=2025-04-10 22:57:59 
jj1 = 366, max_th = 2.630494e+00, time=2025-04-10 22:59:02 
jj1 = 211, max_th = 1.918674e+00, time=2025-04-10 23:01:15 
jj1 = 134, max_th = 2.193561e+00, time=2025-04-10 23:02:48 
jj1 = 95, max_th = 2.143223e+00, time=2025-04-10 23:03:18 
jj1 = 524, max_th = 2.977616e+00, time=2025-04-10 23:05:22 
jj1 = 330, max_th = 2.122941e+00, time=2025-04-10 23:10:53 
jj1 = 484, max_th = 2.248191e+00, time=2025-04-10 23:13:41 
jj1 = 288, max_th = 2.430532e+00, time=2025-04-10 23:15:23 
jj1 = 365, max_th = 1.810709e+00, time=2025-04-10 23:15:40 
jj1 = 442, max_th = 1.866534e+00, time=2025-04-10 23:16:17 
jj1 = 173, max_th = 2.015379e+00, time=2025-04-10 23:16:41 
jj1 = 246, max_th = 1.345615e+00, time=2025-04-10 23:17:13 
jj1 = 94, max_th = 1.717693e+00, time=2025-04-10 23:18:48 
jj1 = 408, max_th = 2.028985e+00, time=2025-04-10 23:20:28 
jj1 = 441, max_th = 9.590455e-01, time=2025-04-10 23:25:14 
jj1 = 329, max_th = 2.727558e+00, time=2025-04-10 23:26:51 
jj1 = 523, max_th = 1.912929e+00, time=2025-04-10 23:28:24 
jj1 = 93, max_th = 2.723179e+00, time=2025-04-10 23:28:28 
jj1 = 483, max_th = 1.412447e+00, time=2025-04-10 23:30:08 
jj1 = 172, max_th = 1.648347e+00, time=2025-04-10 23:31:00 
jj1 = 364, max_th = 2.091185e+00, time=2025-04-10 23:35:17 
jj1 = 133, max_th = 2.035365e+00, time=2025-04-10 23:36:27 
jj1 = 522, max_th = 2.853151e+00, time=2025-04-10 23:38:31 
jj1 = 287, max_th = 2.210252e+00, time=2025-04-10 23:40:44 
jj1 = 407, max_th = 2.146980e+00, time=2025-04-10 23:42:12 
jj1 = 210, max_th = 2.316173e+00, time=2025-04-10 23:43:04 
jj1 = 440, max_th = 1.638467e+00, time=2025-04-10 23:45:04 
jj1 = 245, max_th = 1.899401e+00, time=2025-04-10 23:46:02 
jj1 = 92, max_th = 1.378076e+00, time=2025-04-10 23:46:53 
jj1 = 328, max_th = 1.769331e+00, time=2025-04-10 23:49:54 
jj1 = 171, max_th = 1.676037e+00, time=2025-04-10 23:50:01 
jj1 = 209, max_th = 1.349005e+00, time=2025-04-10 23:52:29 
jj1 = 363, max_th = 1.588885e+00, time=2025-04-10 23:54:40 
jj1 = 482, max_th = 1.858030e+00, time=2025-04-10 23:56:10 
jj1 = 244, max_th = 2.646116e+00, time=2025-04-10 23:56:46 
jj1 = 362, max_th = 8.783337e-01, time=2025-04-10 23:56:51 
jj1 = 406, max_th = 2.205659e+00, time=2025-04-10 23:57:21 
jj1 = 132, max_th = 1.951533e+00, time=2025-04-10 23:57:32 
jj1 = 286, max_th = 2.099879e+00, time=2025-04-11 00:00:29 
jj1 = 91, max_th = 2.520513e+00, time=2025-04-11 00:00:59 
jj1 = 521, max_th = 1.960842e+00, time=2025-04-11 00:01:41 
jj1 = 439, max_th = 2.158788e+00, time=2025-04-11 00:03:17 
jj1 = 131, max_th = 1.283160e+00, time=2025-04-11 00:08:01 
jj1 = 327, max_th = 1.671269e+00, time=2025-04-11 00:10:03 
jj1 = 170, max_th = 2.141291e+00, time=2025-04-11 00:10:16 
jj1 = 405, max_th = 1.594579e+00, time=2025-04-11 00:12:50 
jj1 = 438, max_th = 2.613017e+00, time=2025-04-11 00:13:27 
jj1 = 208, max_th = 2.053098e+00, time=2025-04-11 00:14:18 
jj1 = 326, max_th = 1.153612e+00, time=2025-04-11 00:16:08 
jj1 = 285, max_th = 1.775247e+00, time=2025-04-11 00:24:06 
jj1 = 243, max_th = 1.776556e+00, time=2025-04-11 00:25:50 
jj1 = 404, max_th = 1.544994e+00, time=2025-04-11 00:26:11 
jj1 = 90, max_th = 1.944364e+00, time=2025-04-11 00:27:18 
jj1 = 520, max_th = 1.617355e+00, time=2025-04-11 00:27:18 
jj1 = 169, max_th = 2.233924e+00, time=2025-04-11 00:29:23 
jj1 = 481, max_th = 1.714961e+00, time=2025-04-11 00:32:02 
jj1 = 437, max_th = 1.579120e+00, time=2025-04-11 00:32:18 
jj1 = 361, max_th = 1.509557e+00, time=2025-04-11 00:32:33 
jj1 = 207, max_th = 2.019151e+00, time=2025-04-11 00:45:18 
jj1 = 403, max_th = 1.840241e+00, time=2025-04-11 00:47:27 
jj1 = 242, max_th = 1.682157e+00, time=2025-04-11 00:47:34 
jj1 = 360, max_th = 1.532911e+00, time=2025-04-11 00:48:18 
jj1 = 89, max_th = 1.680982e+00, time=2025-04-11 00:49:08 
jj1 = 519, max_th = 2.369998e+00, time=2025-04-11 00:49:48 
jj1 = 168, max_th = 2.007780e+00, time=2025-04-11 00:52:56 
jj1 = 480, max_th = 1.991028e+00, time=2025-04-11 00:57:11 
jj1 = 359, max_th = 1.093605e+00, time=2025-04-11 00:57:48 
jj1 = 325, max_th = 1.989554e+00, time=2025-04-11 00:58:25 
jj1 = 88, max_th = 3.380998e+00, time=2025-04-11 00:59:13 
jj1 = 284, max_th = 1.985985e+00, time=2025-04-11 01:00:05 
jj1 = 206, max_th = 1.518817e+00, time=2025-04-11 01:00:41 
jj1 = 436, max_th = 7.624487e-01, time=2025-04-11 01:02:24 
jj1 = 241, max_th = 2.065829e+00, time=2025-04-11 01:03:53 
jj1 = 240, max_th = 1.020220e+00, time=2025-04-11 01:10:25 
jj1 = 402, max_th = 2.029131e+00, time=2025-04-11 01:10:47 
jj1 = 283, max_th = 2.608962e+00, time=2025-04-11 01:11:23 
jj1 = 479, max_th = 2.502592e+00, time=2025-04-11 01:11:34 
jj1 = 358, max_th = 1.425052e+00, time=2025-04-11 01:11:48 
jj1 = 167, max_th = 2.326866e+00, time=2025-04-11 01:12:35 
jj1 = 518, max_th = 1.970725e+00, time=2025-04-11 01:15:21 
jj1 = 87, max_th = 1.892919e+00, time=2025-04-11 01:16:32 
jj1 = 86, max_th = 1.451998e-01, time=2025-04-11 01:16:54 
jj1 = 282, max_th = 1.086201e+00, time=2025-04-11 01:18:36 
jj1 = 85, max_th = 8.076654e-01, time=2025-04-11 01:19:23 
jj1 = 324, max_th = 2.147521e+00, time=2025-04-11 01:19:37 
jj1 = 435, max_th = 2.267842e+00, time=2025-04-11 01:19:49 
jj1 = 517, max_th = 1.192365e+00, time=2025-04-11 01:25:44 
jj1 = 434, max_th = 2.838659e+00, time=2025-04-11 01:25:57 
jj1 = 205, max_th = 2.124977e+00, time=2025-04-11 01:26:27 
jj1 = 357, max_th = 2.335247e+00, time=2025-04-11 01:27:26 
jj1 = 516, max_th = 7.744076e-01, time=2025-04-11 01:28:17 
jj1 = 356, max_th = 4.275709e-01, time=2025-04-11 01:28:29 
jj1 = 355, max_th = 8.592703e-01, time=2025-04-11 01:29:08 
jj1 = 401, max_th = 1.668338e+00, time=2025-04-11 01:30:48 
jj1 = 166, max_th = 2.340426e+00, time=2025-04-11 01:31:18 
jj1 = 478, max_th = 1.510254e+00, time=2025-04-11 01:32:01 
jj1 = 323, max_th = 1.598350e+00, time=2025-04-11 01:33:27 
jj1 = 354, max_th = 1.295665e+00, time=2025-04-11 01:36:10 
jj1 = 281, max_th = 1.228114e+00, time=2025-04-11 01:37:27 
jj1 = 400, max_th = 2.789636e+00, time=2025-04-11 01:39:54 
jj1 = 239, max_th = 1.876148e+00, time=2025-04-11 01:41:35 
jj1 = 84, max_th = 1.653859e+00, time=2025-04-11 01:42:13 
jj1 = 204, max_th = 1.572470e+00, time=2025-04-11 01:45:22 
jj1 = 322, max_th = 2.556174e+00, time=2025-04-11 01:48:27 
jj1 = 165, max_th = 2.150355e+00, time=2025-04-11 01:48:54 
jj1 = 477, max_th = 1.850235e+00, time=2025-04-11 01:49:20 
jj1 = 515, max_th = 1.872235e+00, time=2025-04-11 01:50:32 
jj1 = 130, max_th = 2.145514e+00, time=2025-04-11 01:51:57 
jj1 = 280, max_th = 2.440238e+00, time=2025-04-11 01:53:32 
jj1 = 203, max_th = 2.782921e+00, time=2025-04-11 01:54:55 
jj1 = 433, max_th = 2.337823e+00, time=2025-04-11 01:55:42 
jj1 = 238, max_th = 2.401981e+00, time=2025-04-11 01:56:06 
jj1 = 514, max_th = 1.537477e+00, time=2025-04-11 01:57:03 
jj1 = 353, max_th = 1.772087e+00, time=2025-04-11 01:57:43 
jj1 = 321, max_th = 2.525184e+00, time=2025-04-11 02:01:31 
jj1 = 279, max_th = 1.400341e+00, time=2025-04-11 02:01:43 
jj1 = 476, max_th = 1.125372e+00, time=2025-04-11 02:02:09 
jj1 = 399, max_th = 2.190266e+00, time=2025-04-11 02:02:13 
jj1 = 398, max_th = 2.330865e-01, time=2025-04-11 02:02:37 
jj1 = 83, max_th = 2.377832e+00, time=2025-04-11 02:05:05 
jj1 = 513, max_th = 1.801128e+00, time=2025-04-11 02:15:38 
jj1 = 237, max_th = 2.253045e+00, time=2025-04-11 02:15:39 
jj1 = 164, max_th = 2.268328e+00, time=2025-04-11 02:15:45 
jj1 = 129, max_th = 2.089431e+00, time=2025-04-11 02:16:18 
jj1 = 512, max_th = 3.229741e+00, time=2025-04-11 02:17:03 
jj1 = 432, max_th = 1.877669e+00, time=2025-04-11 02:18:25 
jj1 = 202, max_th = 2.139608e+00, time=2025-04-11 02:20:01 
jj1 = 201, max_th = 3.330266e+00, time=2025-04-11 02:20:13 
jj1 = 82, max_th = 2.579365e+00, time=2025-04-11 02:20:30 
jj1 = 352, max_th = 2.124818e+00, time=2025-04-11 02:20:31 
jj1 = 475, max_th = 1.695809e+00, time=2025-04-11 02:23:27 
jj1 = 278, max_th = 1.752189e+00, time=2025-04-11 02:25:27 
jj1 = 397, max_th = 1.693433e+00, time=2025-04-11 02:25:37 
jj1 = 320, max_th = 2.315982e+00, time=2025-04-11 02:26:40 
jj1 = 511, max_th = 2.386472e+00, time=2025-04-11 02:33:52 
jj1 = 236, max_th = 2.506314e+00, time=2025-04-11 02:34:43 
jj1 = 163, max_th = 2.392214e+00, time=2025-04-11 02:39:55 
jj1 = 128, max_th = 2.042330e+00, time=2025-04-11 02:40:26 
jj1 = 431, max_th = 1.906253e+00, time=2025-04-11 02:41:22 
jj1 = 430, max_th = 2.554205e-01, time=2025-04-11 02:41:30 
jj1 = 200, max_th = 2.553604e+00, time=2025-04-11 02:44:06 
jj1 = 127, max_th = 3.016828e+00, time=2025-04-11 02:46:21 
jj1 = 81, max_th = 2.124959e+00, time=2025-04-11 02:46:43 
jj1 = 277, max_th = 2.143183e+00, time=2025-04-11 02:47:18 
jj1 = 351, max_th = 1.981686e+00, time=2025-04-11 02:47:21 
jj1 = 319, max_th = 2.234853e+00, time=2025-04-11 02:50:23 
jj1 = 396, max_th = 2.173157e+00, time=2025-04-11 02:50:44 
jj1 = 474, max_th = 1.871479e+00, time=2025-04-11 02:51:19 
jj1 = 510, max_th = 1.754402e+00, time=2025-04-11 02:55:03 
jj1 = 350, max_th = 1.405893e+00, time=2025-04-11 02:57:12 
jj1 = 235, max_th = 1.883901e+00, time=2025-04-11 03:03:18 
jj1 = 162, max_th = 2.070885e+00, time=2025-04-11 03:04:20 
jj1 = 349, max_th = 2.867489e+00, time=2025-04-11 03:04:26 
jj1 = 473, max_th = 2.444919e+00, time=2025-04-11 03:06:25 
jj1 = 276, max_th = 2.302273e+00, time=2025-04-11 03:07:32 
jj1 = 199, max_th = 2.091384e+00, time=2025-04-11 03:08:23 
jj1 = 348, max_th = 1.004788e+00, time=2025-04-11 03:08:33 
jj1 = 318, max_th = 2.379634e+00, time=2025-04-11 03:10:54 
jj1 = 509, max_th = 1.333796e+00, time=2025-04-11 03:12:15 
jj1 = 234, max_th = 2.559347e+00, time=2025-04-11 03:13:42 
jj1 = 429, max_th = 1.945813e+00, time=2025-04-11 03:13:50 
jj1 = 126, max_th = 2.228861e+00, time=2025-04-11 03:13:53 
jj1 = 428, max_th = 5.070658e-01, time=2025-04-11 03:14:45 
jj1 = 395, max_th = 1.934589e+00, time=2025-04-11 03:17:15 
jj1 = 275, max_th = 2.549485e+00, time=2025-04-11 03:17:40 
jj1 = 161, max_th = 1.649195e+00, time=2025-04-11 03:18:19 
jj1 = 427, max_th = 1.445759e+00, time=2025-04-11 03:23:40 
jj1 = 347, max_th = 2.695619e+00, time=2025-04-11 03:23:41 
jj1 = 80, max_th = 2.315591e+00, time=2025-04-11 03:24:00 
jj1 = 198, max_th = 2.268822e+00, time=2025-04-11 03:25:07 
jj1 = 317, max_th = 1.405974e+00, time=2025-04-11 03:25:12 
jj1 = 346, max_th = 1.041393e+00, time=2025-04-11 03:27:39 
jj1 = 160, max_th = 1.390271e+00, time=2025-04-11 03:29:55 
jj1 = 125, max_th = 2.285065e+00, time=2025-04-11 03:30:41 
jj1 = 197, max_th = 1.498709e+00, time=2025-04-11 03:32:09 
jj1 = 274, max_th = 2.384461e+00, time=2025-04-11 03:32:13 
jj1 = 472, max_th = 2.142195e+00, time=2025-04-11 03:32:16 
jj1 = 508, max_th = 1.761687e+00, time=2025-04-11 03:32:19 
jj1 = 345, max_th = 1.009869e+00, time=2025-04-11 03:33:48 
jj1 = 394, max_th = 1.210220e+00, time=2025-04-11 03:35:44 
jj1 = 273, max_th = 1.421212e+00, time=2025-04-11 03:40:04 
jj1 = 233, max_th = 2.270937e+00, time=2025-04-11 03:40:25 
jj1 = 426, max_th = 1.860851e+00, time=2025-04-11 03:43:46 
jj1 = 159, max_th = 1.679486e+00, time=2025-04-11 03:44:30 
jj1 = 507, max_th = 2.416681e+00, time=2025-04-11 03:45:13 
jj1 = 232, max_th = 2.778737e+00, time=2025-04-11 03:48:39 
jj1 = 471, max_th = 1.751762e+00, time=2025-04-11 03:49:27 
jj1 = 124, max_th = 2.171838e+00, time=2025-04-11 03:49:49 
jj1 = 79, max_th = 1.948821e+00, time=2025-04-11 03:51:51 
jj1 = 316, max_th = 2.210601e+00, time=2025-04-11 03:52:24 
jj1 = 344, max_th = 1.915304e+00, time=2025-04-11 03:55:37 
jj1 = 393, max_th = 2.270726e+00, time=2025-04-11 03:56:13 
jj1 = 272, max_th = 1.699392e+00, time=2025-04-11 03:58:06 
jj1 = 425, max_th = 2.266673e+00, time=2025-04-11 03:58:25 
jj1 = 78, max_th = 1.030359e+00, time=2025-04-11 03:58:50 
jj1 = 196, max_th = 1.789663e+00, time=2025-04-11 04:02:44 
